web-scraper-order,web-scraper-start-url,company,job-category-link,job-category-link-href,jobFunction,payPeriod,jobTitle,jobTitle-href,payPeriodCode,basePayRange,basePayMin,basePayMax,basePayAvg,totalPayAvg,payType1,pay1,range1,payType2,pay2,range2,payType3,pay3,range3,payType4,pay4,range4,payType5,pay5,range5,country,percent1,percent2,percent3,percent4,percent5
"1692283042-76","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Operations-Salaries-EI_IE1425.0,13_DEPT1016.htm","Cisco Systems Operations Salaries","Annual Pay","Planning Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Planning-Manager-Salaries-E1425_D_KO14,30.htm","/yr","$151K - $244K","$151K","$244K","$190K","$190,326","Base Pay","$138,048/yr","$112K - $171K","Bonus","$18,223/yr","$14K - $26K","Stock","$22,934/yr","$17K - $32K","Profit Sharing","$11,121/yr","$8K - $16K","","","","United States","72.5%","9.6%","12%","5.8%",""
"1692283048-77","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Operations-Salaries-EI_IE1425.0,13_DEPT1016.htm","Cisco Systems Operations Salaries","Annual Pay","Manager - Strategy and Planning","https://www.glassdoor.com/Salary/Cisco-Systems-Manager-Strategy-and-Planning-Salaries-E1425_DAO.htm?filter.jobTitleExact=Manager+-+Strategy+and+Planning","/yr","$162K - $255K","$162K","$255K","$202K","$201,588","Base Pay","$144,693/yr","$119K - $175K","Bonus","$21,015/yr","$16K - $29K","Stock","$23,839/yr","$18K - $33K","Profit Sharing","$12,041/yr","$9K - $17K","","","","United States","71.8%","10.4%","11.8%","6%",""
"1692283053-78","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Operations-Salaries-EI_IE1425.0,13_DEPT1016.htm","Cisco Systems Operations Salaries","Annual Pay","Operations Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Operations-Manager-Salaries-E1425_D_KO14,32.htm","/yr","$183K - $312K","$183K","$312K","$236K","$236,227","Base Pay","$134,769/yr","$107K - $170K","Bonus","$19,386/yr","$15K - $27K","Stock","$31,559/yr","$24K - $44K","Commission","$37,980/yr","$28K - $53K","Profit Sharing","$12,534/yr","$9K - $18K","United States","57.1%","8.2%","13.4%","16.1%","5.3%"
"1692283057-79","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Operations-Salaries-EI_IE1425.0,13_DEPT1016.htm","Cisco Systems Operations Salaries","Annual Pay","Business Operations Analyst","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Operations-Analyst-Salaries-E1425_D_KO14,41.htm","/yr","$105K - $153K","$105K","$153K","$126K","$125,852","Base Pay","$101,063/yr","$86K - $118K","Bonus","$11,652/yr","$9K - $16K","Stock","$13,137/yr","$10K - $18K","","","","","","","United States","80.3%","9.3%","10.4%","",""
"1692283065-80","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Operations-Salaries-EI_IE1425.0,13_DEPT1016.htm","Cisco Systems Operations Salaries","Annual Pay","Business Operations Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Operations-Manager-Salaries-E1425_D_KO14,41.htm","/yr","$173K - $268K","$173K","$268K","$213K","$213,293","Base Pay","$147,304/yr","$124K - $176K","Bonus","$20,473/yr","$15K - $29K","Stock","$32,385/yr","$24K - $45K","Profit Sharing","$13,132/yr","$10K - $18K","","","","United States","69.1%","9.6%","15.2%","6.2%",""
"1692283080-81","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Business Analyst Intern","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Analyst-Intern-Salaries-E1425_D_KO14,37.htm","/yr","$107K - $162K","$107K","$162K","$130K","$130,365","Base Pay","$102,143/yr","$85K - $122K","Bonus","$12,618/yr","$9K - $18K","Stock","$15,604/yr","$12K - $22K","","","","","","","United States","78.4%","9.7%","12%","",""
"1692283086-82","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Sourcing Engineer","https://www.glassdoor.com/Salary/Cisco-Systems-Sourcing-Engineer-Salaries-E1425_D_KO14,31.htm","/yr","$123K - $192K","$123K","$192K","$153K","$152,739","Base Pay","$119,548/yr","$98K - $145K","Bonus","$14,220/yr","$11K - $20K","Stock","$18,972/yr","$14K - $27K","","","","","","","United States","78.3%","9.3%","12.4%","",""
"1692283094-83","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Vice President","https://www.glassdoor.com/Salary/Cisco-Systems-Vice-President-Salaries-E1425_D_KO14,28.htm","/yr","$408K - $715K","$408K","$715K","$533K","$532,710","Base Pay","$251,459/yr","$197K - $322K","Bonus","$80,793/yr","$61K - $113K","Stock","$87,636/yr","$66K - $123K","Commission","$78,164/yr","$59K - $109K","Profit Sharing","$34,657/yr","$26K - $49K","United States","47.2%","15.2%","16.5%","14.7%","6.5%"
"1692283099-84","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","IT Business Analyst","https://www.glassdoor.com/Salary/Cisco-Systems-IT-Business-Analyst-Salaries-E1425_D_KO14,33.htm","/yr","$112K - $170K","$112K","$170K","$137K","$137,489","Base Pay","$112,732/yr","$94K - $136K","Bonus","$11,104/yr","$8K - $16K","Stock","$13,653/yr","$10K - $19K","","","","","","","United States","82%","8.1%","9.9%","",""
"1692283104-85","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Sr. Director","https://www.glassdoor.com/Salary/Cisco-Systems-Sr-Director-Salaries-E1425_DAO.htm?filter.jobTitleExact=Sr.+Director","/yr","$343K - $596K","$343K","$596K","$446K","$446,335","Base Pay","$219,910/yr","$173K - $279K","Bonus","$58,125/yr","$44K - $81K","Stock","$65,726/yr","$49K - $92K","Commission","$75,507/yr","$57K - $106K","Profit Sharing","$27,067/yr","$20K - $38K","United States","49.3%","13%","14.7%","16.9%","6.1%"
"1692283111-86","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Senior Business Development Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Senior-Business-Development-Manager-Salaries-E1425_D_KO14,49.htm","/yr","$268K - $452K","$268K","$452K","$343K","$343,120","Base Pay","$158,493/yr","$129K - $194K","Bonus","$41,579/yr","$31K - $58K","Stock","$33,172/yr","$25K - $46K","Commission","$91,927/yr","$69K - $129K","Profit Sharing","$17,950/yr","$13K - $25K","United States","46.2%","12.1%","9.7%","26.8%","5.2%"
"1692283117-87","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Finance Business Analyst","https://www.glassdoor.com/Salary/Cisco-Systems-Finance-Business-Analyst-Salaries-E1425_D_KO14,38.htm","/yr","$120K - $166K","$120K","$166K","$140K","$139,820","Base Pay","$108,750/yr","$96K - $123K","Bonus","$11,257/yr","$8K - $16K","Stock","$12,534/yr","$9K - $18K","Profit Sharing","$7,279/yr","$5K - $10K","","","","United States","77.8%","8.1%","9%","5.2%",""
"1692283122-88","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Advanced Services Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Advanced-Services-Manager-Salaries-E1425_D_KO14,39.htm","/yr","$209K - $329K","$209K","$329K","$259K","$258,846","Base Pay","$150,841/yr","$128K - $178K","Bonus","$22,042/yr","$17K - $31K","Stock","$29,917/yr","$22K - $42K","Commission","$42,785/yr","$32K - $60K","Profit Sharing","$13,260/yr","$10K - $19K","United States","58.3%","8.5%","11.6%","16.5%","5.1%"
"1692283127-89","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Senior Business Analyst","https://www.glassdoor.com/Salary/Cisco-Systems-Senior-Business-Analyst-Salaries-E1425_D_KO14,37.htm","/yr","$125K - $177K","$125K","$177K","$148K","$147,729","Base Pay","$119,411/yr","$104K - $137K","Bonus","$12,468/yr","$9K - $17K","Stock","$15,850/yr","$12K - $22K","","","","","","","United States","80.8%","8.4%","10.7%","",""
"1692283132-90","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Sales Business Development Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Business-Development-Manager-Salaries-E1425_D_KO14,48.htm","/yr","$259K - $446K","$259K","$446K","$335K","$335,345","Base Pay","$165,576/yr","$132K - $208K","Bonus","$43,422/yr","$33K - $61K","Stock","$38,984/yr","$29K - $55K","Commission","$87,364/yr","$66K - $122K","","","","United States","49.4%","12.9%","11.6%","26.1%",""
"1692283140-91","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Business Analysis Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Analysis-Manager-Salaries-E1425_D_KO14,39.htm","/yr","$173K - $245K","$173K","$245K","$204K","$203,584","Base Pay","$148,419/yr","$132K - $167K","Bonus","$19,696/yr","$15K - $28K","Stock","$23,697/yr","$18K - $33K","Profit Sharing","$11,773/yr","$9K - $16K","","","","United States","72.9%","9.7%","11.6%","5.8%",""
"1692283144-92","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Senior Director","https://www.glassdoor.com/Salary/Cisco-Systems-Senior-Director-Salaries-E1425_D_KO14,29.htm","/yr","$369K - $611K","$369K","$611K","$468K","$468,142","Base Pay","$230,669/yr","$191K - $279K","Bonus","$61,793/yr","$46K - $87K","Stock","$72,319/yr","$54K - $101K","Commission","$74,639/yr","$56K - $104K","Profit Sharing","$28,723/yr","$22K - $40K","United States","49.3%","13.2%","15.4%","15.9%","6.1%"
"1692283149-93","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Manager-Salaries-E1425_D_KO14,21.htm","/yr","$190K - $342K","$190K","$342K","$252K","$252,269","Base Pay","$151,392/yr","$114K - $201K","Bonus","$22,715/yr","$17K - $32K","Stock","$37,405/yr","$28K - $52K","Commission","$40,757/yr","$31K - $57K","","","","United States","60%","9%","14.8%","16.2%",""
"1692283153-94","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Business Architect","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Architect-Salaries-E1425_D_KO14,32.htm","/yr","$167K - $250K","$167K","$250K","$203K","$202,535","Base Pay","$148,357/yr","$126K - $175K","Bonus","$19,268/yr","$14K - $27K","Stock","$23,284/yr","$17K - $33K","Profit Sharing","$11,625/yr","$9K - $16K","","","","United States","73.3%","9.5%","11.5%","5.7%",""
"1692283160-95","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Business Systems Analyst","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Systems-Analyst-Salaries-E1425_D_KO14,38.htm","/yr","$124K - $179K","$124K","$179K","$148K","$147,760","Base Pay","$119,262/yr","$102K - $139K","Bonus","$12,483/yr","$9K - $17K","Stock","$16,015/yr","$12K - $22K","","","","","","","United States","80.7%","8.4%","10.8%","",""
"1692283164-96","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Customer Delivery Architect","https://www.glassdoor.com/Salary/Cisco-Systems-Customer-Delivery-Architect-Salaries-E1425_D_KO14,41.htm","/yr","$223K - $375K","$223K","$375K","$285K","$285,283","Base Pay","$151,377/yr","$122K - $187K","Bonus","$34,126/yr","$26K - $48K","Stock","$30,075/yr","$23K - $42K","Commission","$69,704/yr","$52K - $98K","","","","United States","53.1%","12%","10.5%","24.4%",""
"1692283169-97","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Senior Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Senior-Manager-Salaries-E1425_D_KO14,28.htm","/yr","$208K - $325K","$208K","$325K","$258K","$257,539","Base Pay","$173,275/yr","$145K - $207K","Bonus","$29,989/yr","$22K - $42K","Stock","$37,703/yr","$28K - $53K","Profit Sharing","$16,573/yr","$12K - $23K","","","","United States","67.3%","11.6%","14.6%","6.4%",""
"1692283174-98","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Director","https://www.glassdoor.com/Salary/Cisco-Systems-Director-Salaries-E1425_D_KO14,22.htm","/yr","$328K - $561K","$328K","$561K","$423K","$423,279","Base Pay","$208,721/yr","$167K - $260K","Bonus","$52,956/yr","$40K - $74K","Stock","$61,603/yr","$46K - $86K","Commission","$74,701/yr","$56K - $105K","Profit Sharing","$25,299/yr","$19K - $35K","United States","49.3%","12.5%","14.6%","17.6%","6%"
"1692283179-99","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Business Development Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Development-Manager-Salaries-E1425_D_KO14,42.htm","/yr","$217K - $371K","$217K","$371K","$280K","$280,108","Base Pay","$145,074/yr","$116K - $182K","Bonus","$32,713/yr","$25K - $46K","Stock","$29,931/yr","$22K - $42K","Commission","$72,391/yr","$54K - $101K","","","","United States","51.8%","11.7%","10.7%","25.8%",""
"1692283188-100","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Salaries-EI_IE1425.0,13_DEPT1003.htm","Cisco Systems Business Salaries","Annual Pay","Business Analyst","https://www.glassdoor.com/Salary/Cisco-Systems-Business-Analyst-Salaries-E1425_D_KO14,30.htm","/yr","$114K - $170K","$114K","$170K","$138K","$138,376","Base Pay","$110,790/yr","$94K - $131K","Bonus","$12,540/yr","$9K - $18K","Stock","$15,046/yr","$11K - $21K","","","","","","","United States","80.1%","9.1%","10.9%","",""
"1692283202-101","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Sales Engineer","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Engineer-Salaries-E1425_D_KO14,28.htm","/yr","$191K - $318K","$191K","$318K","$244K","$243,860","Base Pay","$142,711/yr","$115K - $177K","Bonus","$23,932/yr","$18K - $34K","Stock","$26,352/yr","$20K - $37K","Commission","$50,866/yr","$38K - $71K","","","","United States","58.5%","9.8%","10.8%","20.9%",""
"1692283208-102","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Renewals Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Renewals-Manager-Salaries-E1425_D_KO14,30.htm","/yr","$134K - $223K","$134K","$223K","$171K","$170,653","Base Pay","$99,540/yr","$80K - $123K","Bonus","$16,585/yr","$12K - $23K","Stock","$13,829/yr","$10K - $19K","Commission","$40,700/yr","$31K - $57K","","","","United States","58.3%","9.7%","8.1%","23.8%",""
"1692283214-103","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Sales Associate","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Associate-Salaries-E1425_D_KO14,29.htm","/yr","$138K - $245K","$138K","$245K","$182K","$181,559","Base Pay","$82,192/yr","$64K - $106K","Bonus","$22,684/yr","$17K - $32K","Stock","$17,629/yr","$13K - $25K","Commission","$59,055/yr","$44K - $83K","","","","United States","45.3%","12.5%","9.7%","32.5%",""
"1692283218-104","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Account Manager III","https://www.glassdoor.com/Salary/Cisco-Systems-Account-Manager-III-Salaries-E1425_D_KO14,33.htm","/yr","$175K - $297K","$175K","$297K","$225K","$224,735","Base Pay","$115,548/yr","$93K - $144K","Bonus","$25,604/yr","$19K - $36K","Stock","$22,038/yr","$17K - $31K","Commission","$61,545/yr","$46K - $86K","","","","United States","51.4%","11.4%","9.8%","27.4%",""
"1692283223-105","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Client Executive","https://www.glassdoor.com/Salary/Cisco-Systems-Client-Executive-Salaries-E1425_D_KO14,30.htm","/yr","$297K - $515K","$297K","$515K","$385K","$385,163","Base Pay","$160,567/yr","$128K - $201K","Bonus","$59,168/yr","$44K - $83K","Stock","$36,734/yr","$28K - $51K","Commission","$107,400/yr","$81K - $150K","Profit Sharing","$21,293/yr","$16K - $30K","United States","41.7%","15.4%","9.5%","27.9%","5.5%"
"1692283231-106","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Virtual Sales Specialist","https://www.glassdoor.com/Salary/Cisco-Systems-Virtual-Sales-Specialist-Salaries-E1425_D_KO14,38.htm","/yr","$142K - $250K","$142K","$250K","$186K","$186,115","Base Pay","$91,676/yr","$72K - $117K","Bonus","$22,497/yr","$17K - $31K","Stock","$15,719/yr","$12K - $22K","Commission","$56,224/yr","$42K - $79K","","","","United States","49.3%","12.1%","8.4%","30.2%",""
"1692283237-107","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Sales Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Manager-Salaries-E1425_D_KO14,27.htm","/yr","$235K - $426K","$235K","$426K","$312K","$312,162","Base Pay","$138,497/yr","$105K - $183K","Bonus","$43,452/yr","$33K - $61K","Stock","$34,218/yr","$26K - $48K","Commission","$95,996/yr","$72K - $134K","","","","United States","44.4%","13.9%","11%","30.8%",""
"1692283243-108","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Sales Representative","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Representative-Salaries-E1425_D_KO14,34.htm","/yr","$182K - $336K","$182K","$336K","$243K","$243,204","Base Pay","$106,886/yr","$80K - $145K","Bonus","$33,794/yr","$25K - $47K","Stock","$24,611/yr","$18K - $34K","Commission","$77,913/yr","$58K - $109K","","","","United States","43.9%","13.9%","10.1%","32%",""
"1692283248-109","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Customer Support Engineer II","https://www.glassdoor.com/Salary/Cisco-Systems-Customer-Support-Engineer-II-Salaries-E1425_D_KO14,42.htm","/yr","$99K - $153K","$99K","$153K","$122K","$122,192","Base Pay","$99,268/yr","$82K - $121K","Bonus","$11,016/yr","$8K - $15K","Stock","$11,908/yr","$9K - $17K","","","","","","","United States","81.2%","9%","9.7%","",""
"1692283253-110","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Sales Specialist","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Specialist-Salaries-E1425_D_KO14,30.htm","/yr","$171K - $313K","$171K","$313K","$227K","$227,404","Base Pay","$104,105/yr","$78K - $141K","Bonus","$29,416/yr","$22K - $41K","Stock","$21,838/yr","$16K - $31K","Commission","$72,044/yr","$54K - $101K","","","","United States","45.8%","12.9%","9.6%","31.7%",""
"1692283260-111","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Account Executive","https://www.glassdoor.com/Salary/Cisco-Systems-Account-Executive-Salaries-E1425_D_KO14,31.htm","/yr","$207K - $369K","$207K","$369K","$272K","$272,486","Base Pay","$115,545/yr","$90K - $149K","Bonus","$37,764/yr","$28K - $53K","Stock","$24,896/yr","$19K - $35K","Commission","$94,281/yr","$71K - $132K","","","","United States","42.4%","13.9%","9.1%","34.6%",""
"1692283264-112","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Regional Sales Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Regional-Sales-Manager-Salaries-E1425_D_KO14,36.htm","/yr","$283K - $495K","$283K","$495K","$369K","$369,212","Base Pay","$157,248/yr","$124K - $199K","Bonus","$53,263/yr","$40K - $75K","Stock","$37,215/yr","$28K - $52K","Commission","$101,054/yr","$76K - $141K","Profit Sharing","$20,432/yr","$15K - $29K","United States","42.6%","14.4%","10.1%","27.4%","5.5%"
"1692283269-113","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Global Account Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Global-Account-Manager-Salaries-E1425_D_KO14,36.htm","/yr","$288K - $495K","$288K","$495K","$371K","$371,458","Base Pay","$160,900/yr","$130K - $200K","Bonus","$52,685/yr","$40K - $74K","Stock","$33,074/yr","$25K - $46K","Commission","$105,087/yr","$79K - $147K","Profit Sharing","$19,713/yr","$15K - $28K","United States","43.3%","14.2%","8.9%","28.3%","5.3%"
"1692283275-114","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Virtual Sales Account Manager","https://www.glassdoor.com/Salary/Cisco-Systems-Virtual-Sales-Account-Manager-Salaries-E1425_D_KO14,43.htm","/yr","$180K - $313K","$180K","$313K","$234K","$234,232","Base Pay","$114,076/yr","$90K - $145K","Bonus","$29,596/yr","$22K - $41K","Stock","$21,618/yr","$16K - $30K","Commission","$68,943/yr","$52K - $97K","","","","United States","48.7%","12.6%","9.2%","29.4%",""
"1692283280-115","https://www.glassdoor.com/Salary/Cisco-Systems-Salaries-E1425.htm","Cisco Systems","View More >","https://www.glassdoor.com/Salary/Cisco-Systems-Sales-Salaries-EI_IE1425.0,13_DEPT1021.htm","Cisco Systems Sales Salaries","Annual Pay","Customer Support Engineer III","https://www.glassdoor.com/Salary/Cisco-Systems-Customer-Support-Engineer-III-Salaries-E1425_D_KO14,43.htm","/yr","$114K - $176K","$114K","$176K","$141K","$141,003","Base Pay","$112,639/yr","$93K - $136K","Bonus","$12,903/yr","$10K - $18K","Stock","$15,461/yr","$12K - $22K","","","","","","","United States","79.9%","9.2%","11%","",""
