web-scraper-order,web-scraper-start-url,company,job-category-link,job-category-link-href,jobFunction,payPeriod,jobTitle,jobTitle-href,payPeriodCode,basePayRange,basePayMin,basePayMax,basePayAvg,totalPayAvg,payType1,pay1,range1,payType2,pay2,range2,payType3,pay3,range3,payType4,pay4,range4,payType5,pay5,range5,country,percent1,percent2,percent3,percent4,percent5
"1692585976-171","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Senior Technical Consultant","https://www.glassdoor.com/Salary/SAP-Senior-Technical-Consultant-Salaries-E10471_D_KO4,31.htm","/yr","$140K - $214K","$140K","$214K","$172K","$171,645","Base Pay","$128,466/yr","$107K - $154K","Bonus","$16,044/yr","$12K - $22K","Stock","$17,541/yr","$13K - $25K","Profit Sharing","$9,593/yr","$7K - $13K","","","","United States","74.8%","9.3%","10.2%","5.6%",""
"1692585982-172","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Technical Support Engineer","https://www.glassdoor.com/Salary/SAP-Technical-Support-Engineer-Salaries-E10471_D_KO4,30.htm","/yr","$85K - $138K","$85K","$138K","$108K","$107,726","Base Pay","$86,915/yr","$69K - $109K","Bonus","$7,325/yr","$5K - $10K","Stock","$8,102/yr","$6K - $11K","Profit Sharing","$5,383/yr","$4K - $8K","","","","United States","80.7%","6.8%","7.5%","5%",""
"1692585988-173","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Senior Technology Consultant","https://www.glassdoor.com/Salary/SAP-Senior-Technology-Consultant-Salaries-E10471_D_KO4,32.htm","/yr","$190K - $310K","$190K","$310K","$240K","$240,133","Base Pay","$138,799/yr","$114K - $168K","Bonus","$21,300/yr","$16K - $30K","Stock","$24,158/yr","$18K - $34K","Commission","$43,793/yr","$33K - $61K","Profit Sharing","$12,082/yr","$9K - $17K","United States","57.8%","8.9%","10.1%","18.2%","5%"
"1692585996-174","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Expert Support Engineer","https://www.glassdoor.com/Salary/SAP-Expert-Support-Engineer-Salaries-E10471_D_KO4,27.htm","/yr","$92K - $151K","$92K","$151K","$117K","$117,269","Base Pay","$93,503/yr","$74K - $118K","Bonus","$8,335/yr","$6K - $12K","Stock","$9,456/yr","$7K - $13K","Profit Sharing","$5,976/yr","$4K - $8K","","","","United States","79.7%","7.1%","8.1%","5.1%",""
"1692586004-175","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Applications Consultant III","https://www.glassdoor.com/Salary/SAP-Applications-Consultant-III-Salaries-E10471_D_KO4,31.htm","/yr","$128K - $201K","$128K","$201K","$159K","$159,382","Base Pay","$119,338/yr","$98K - $145K","Bonus","$14,763/yr","$11K - $21K","Stock","$16,334/yr","$12K - $23K","Profit Sharing","$8,947/yr","$7K - $13K","","","","United States","74.9%","9.3%","10.2%","5.6%",""
"1692586010-176","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Technical Consultant IV","https://www.glassdoor.com/Salary/SAP-Technical-Consultant-IV-Salaries-E10471_D_KO4,27.htm","/yr","$146K - $232K","$146K","$232K","$182K","$182,048","Base Pay","$114,321/yr","$95K - $138K","Bonus","$12,600/yr","$9K - $18K","Stock","$14,191/yr","$11K - $20K","Commission","$32,973/yr","$25K - $46K","Profit Sharing","$7,964/yr","$6K - $11K","United States","62.8%","6.9%","7.8%","18.1%","4.4%"
"1692586018-177","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Technical Consultant III","https://www.glassdoor.com/Salary/SAP-Technical-Consultant-III-Salaries-E10471_D_KO4,28.htm","/yr","$132K - $210K","$132K","$210K","$165K","$164,922","Base Pay","$105,538/yr","$88K - $127K","Bonus","$11,421/yr","$9K - $16K","Stock","$12,341/yr","$9K - $17K","Commission","$28,272/yr","$21K - $40K","Profit Sharing","$7,350/yr","$6K - $10K","United States","64%","6.9%","7.5%","17.1%","4.5%"
"1692586031-178","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Support Engineer","https://www.glassdoor.com/Salary/SAP-Support-Engineer-Salaries-E10471_D_KO4,20.htm","/yr","$87K - $140K","$87K","$140K","$110K","$109,892","Base Pay","$91,692/yr","$74K - $114K","Bonus","$8,746/yr","$7K - $12K","Stock","$9,454/yr","$7K - $13K","","","","","","","United States","83.4%","8%","8.6%","",""
"1692586038-179","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Applications Consultant IV","https://www.glassdoor.com/Salary/SAP-Applications-Consultant-IV-Salaries-E10471_D_KO4,30.htm","/yr","$133K - $206K","$133K","$206K","$164K","$163,963","Base Pay","$122,782/yr","$102K - $148K","Bonus","$15,072/yr","$11K - $21K","Stock","$16,921/yr","$13K - $24K","Profit Sharing","$9,188/yr","$7K - $13K","","","","United States","74.9%","9.2%","10.3%","5.6%",""
"1692586045-180","https://www.glassdoor.com/Salary/SAP-Salaries-E10471.htm","SAP","View More >","https://www.glassdoor.com/Salary/SAP-Information-Technology-Salaries-EI_IE10471.0,3_DEPT1011.htm","SAP Information Technology Salaries","Annual Pay","Senior Support Engineer","https://www.glassdoor.com/Salary/SAP-Senior-Support-Engineer-Salaries-E10471_D_KO4,27.htm","/yr","$110K - $174K","$110K","$174K","$138K","$137,827","Base Pay","$107,437/yr","$88K - $132K","Bonus","$10,925/yr","$8K - $15K","Stock","$12,241/yr","$9K - $17K","Profit Sharing","$7,224/yr","$5K - $10K","","","","United States","78%","7.9%","8.9%","5.2%",""
