web-scraper-order,web-scraper-start-url,company,job-category-link,job-category-link-href,jobFunction,payPeriod,jobTitle,jobTitle-href,payPeriodCode,basePayRange,basePayMin,basePayMax,basePayAvg,totalPayAvg,payType1,pay1,range1,payType2,pay2,range2,payType3,pay3,range3,payType4,pay4,range4,payType5,pay5,range5,country,percent1,percent2,percent3,percent4,percent5
"1692626532-152","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","Vice President","https://www.glassdoor.com/Salary/ADP-Vice-President-Salaries-E64_D_KO4,18.htm","/yr","$299K - $520K","$299K","$520K","$390K","$389,623","Base Pay","$196,369/yr","$154K - $250K","Bonus","$55,016/yr","$41K - $77K","Stock","$60,391/yr","$45K - $85K","Commission","$77,847/yr","$58K - $109K","","","","United States","50.4%","14.1%","15.5%","20%",""
"1692626541-153","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","TotalSource District Manager","https://www.glassdoor.com/Salary/ADP-TotalSource-District-Manager-Salaries-E64_D_KO4,32.htm","/yr","$90K - $158K","$90K","$158K","$118K","$118,120","Base Pay","$69,752/yr","$54K - $90K","Bonus","$11,228/yr","$8K - $16K","Stock","$9,139/yr","$7K - $13K","Commission","$28,002/yr","$21K - $39K","","","","United States","59.1%","9.5%","7.7%","23.7%",""
"1692626552-154","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","Manager","https://www.glassdoor.com/Salary/ADP-Manager-Salaries-E64_D_KO4,11.htm","/yr","$103K - $179K","$103K","$179K","$135K","$134,828","Base Pay","$90,253/yr","$70K - $117K","Bonus","$10,963/yr","$8K - $15K","Stock","$11,535/yr","$9K - $16K","Commission","$22,078/yr","$17K - $31K","","","","United States","66.9%","8.1%","8.6%","16.4%",""
"1692626566-155","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","Director","https://www.glassdoor.com/Salary/ADP-Director-Salaries-E64_D_KO4,12.htm","/yr","$210K - $350K","$210K","$350K","$267K","$267,464","Base Pay","$152,699/yr","$123K - $189K","Bonus","$29,086/yr","$22K - $41K","Stock","$34,992/yr","$26K - $49K","Commission","$50,687/yr","$38K - $71K","","","","United States","57.1%","10.9%","13.1%","19%",""
"1692626574-156","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","Senior District Manager","https://www.glassdoor.com/Salary/ADP-Senior-District-Manager-Salaries-E64_D_KO4,27.htm","/yr","$125K - $209K","$125K","$209K","$160K","$159,652","Base Pay","$87,785/yr","$71K - $109K","Bonus","$17,542/yr","$13K - $25K","Stock","$14,776/yr","$11K - $21K","Commission","$39,549/yr","$30K - $55K","","","","United States","55%","11%","9.3%","24.8%",""
"1692626588-157","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","SBS District Manager","https://www.glassdoor.com/Salary/ADP-SBS-District-Manager-Salaries-E64_D_KO4,24.htm","/yr","$85K - $142K","$85K","$142K","$108K","$108,274","Base Pay","$64,103/yr","$52K - $80K","Bonus","$10,480/yr","$8K - $15K","Stock","$8,350/yr","$6K - $12K","Commission","$25,341/yr","$19K - $35K","","","","United States","59.2%","9.7%","7.7%","23.4%",""
"1692626602-158","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","Major Accounts District Manager","https://www.glassdoor.com/Salary/ADP-Major-Accounts-District-Manager-Salaries-E64_D_KO4,35.htm","/yr","$157K - $275K","$157K","$275K","$205K","$204,666","Base Pay","$93,745/yr","$73K - $120K","Bonus","$28,440/yr","$21K - $40K","Stock","$15,758/yr","$12K - $22K","Commission","$66,723/yr","$50K - $93K","","","","United States","45.8%","13.9%","7.7%","32.6%",""
"1692626612-159","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","SBS Associate District Manager","https://www.glassdoor.com/Salary/ADP-SBS-Associate-District-Manager-Salaries-E64_D_KO4,34.htm","/yr","$64K - $103K","$64K","$103K","$80K","$80,125","Base Pay","$49,063/yr","$40K - $60K","Bonus","$6,550/yr","$5K - $9K","Stock","$5,691/yr","$4K - $8K","Commission","$18,821/yr","$14K - $26K","","","","United States","61.2%","8.2%","7.1%","23.5%",""
"1692626626-160","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","Associate District Manager","https://www.glassdoor.com/Salary/ADP-Associate-District-Manager-Salaries-E64_D_KO4,30.htm","/yr","$67K - $109K","$67K","$109K","$84K","$84,348","Base Pay","$51,380/yr","$42K - $63K","Bonus","$7,330/yr","$5K - $10K","Stock","$6,012/yr","$5K - $8K","Commission","$19,625/yr","$15K - $27K","","","","United States","60.9%","8.7%","7.1%","23.3%",""
"1692626637-161","https://www.glassdoor.com/Salary/ADP-Salaries-E64.htm","ADP","View More >","https://www.glassdoor.com/Salary/ADP-Business-Salaries-EI_IE64.0,3_DEPT1003.htm","ADP Business Salaries","Annual Pay","District Manager","https://www.glassdoor.com/Salary/ADP-District-Manager-Salaries-E64_D_KO4,20.htm","/yr","$99K - $168K","$99K","$168K","$128K","$127,525","Base Pay","$73,396/yr","$58K - $93K","Bonus","$13,339/yr","$10K - $19K","Stock","$11,192/yr","$8K - $16K","Commission","$29,598/yr","$22K - $41K","","","","United States","57.6%","10.5%","8.8%","23.2%",""
