web-scraper-order,web-scraper-start-url,company,job-category-link,job-category-link-href,jobFunction,payPeriod,jobTitle,jobTitle-href,payPeriodCode,basePayRange,basePayMin,basePayMax,basePayAvg,totalPayAvg,payType1,pay1,range1,payType2,pay2,range2,payType3,pay3,range3,payType4,pay4,range4,payType5,pay5,range5,country,percent1,percent2,percent3,percent4,percent5
"1692547642-141","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Accountant","https://www.glassdoor.com/Salary/Intuit-Tax-Accountant-Salaries-E2293_D_KO7,21.htm","/yr","$82K - $122K","$82K","$122K","$99K","$99,313","Base Pay","$78,038/yr","$66K - $92K","Bonus","$7,389/yr","$6K - $10K","Stock","$8,525/yr","$6K - $12K","Profit Sharing","$5,361/yr","$4K - $8K","","","","United States","78.6%","7.4%","8.6%","5.4%",""
"1692547653-142","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Preparer","https://www.glassdoor.com/Salary/Intuit-Tax-Preparer-Salaries-E2293_D_KO7,19.htm","/yr","$46K - $72K","$46K","$72K","$57K","$57,030","Base Pay","$47,095/yr","$38K - $58K","Bonus","$4,694/yr","$4K - $7K","Stock","$5,241/yr","$4K - $7K","","","","","","","United States","82.6%","8.2%","9.2%","",""
"1692547668-143","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Expert Lead","https://www.glassdoor.com/Salary/Intuit-Tax-Expert-Lead-Salaries-E2293_D_KO7,22.htm","/yr","$128K - $207K","$128K","$207K","$162K","$161,542","Base Pay","$119,244/yr","$97K - $147K","Bonus","$13,953/yr","$10K - $20K","Stock","$19,213/yr","$14K - $27K","Profit Sharing","$9,131/yr","$7K - $13K","","","","United States","73.8%","8.6%","11.9%","5.7%",""
"1692547674-144","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Analyst","https://www.glassdoor.com/Salary/Intuit-Tax-Analyst-Salaries-E2293_D_KO7,18.htm","/yr","$66K - $94K","$66K","$94K","$78K","$78,422","Base Pay","$67,550/yr","$58K - $79K","Bonus","$4,846/yr","$4K - $7K","Stock","$6,026/yr","$5K - $8K","","","","","","","United States","86.1%","6.2%","7.7%","",""
"1692547680-145","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Financial Analyst","https://www.glassdoor.com/Salary/Intuit-Financial-Analyst-Salaries-E2293_D_KO7,24.htm","/yr","$93K - $138K","$93K","$138K","$113K","$112,608","Base Pay","$88,751/yr","$76K - $104K","Bonus","$8,341/yr","$6K - $12K","Stock","$9,588/yr","$7K - $13K","Profit Sharing","$5,927/yr","$4K - $8K","","","","United States","78.8%","7.4%","8.5%","5.3%",""
"1692547688-146","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","QuickBooks Live Lead Bookkeeper","https://www.glassdoor.com/Salary/Intuit-QuickBooks-Live-Lead-Bookkeeper-Salaries-E2293_D_KO7,38.htm","/yr","$59K - $95K","$59K","$95K","$75K","$74,638","Base Pay","$60,999/yr","$49K - $76K","Bonus","$7,018/yr","$5K - $10K","Stock","$6,621/yr","$5K - $9K","","","","","","","United States","81.7%","9.4%","8.9%","",""
"1692547696-147","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Seasonal Tax Preparer","https://www.glassdoor.com/Salary/Intuit-Seasonal-Tax-Preparer-Salaries-E2293_D_KO7,28.htm","/yr","$44K - $70K","$44K","$70K","$55K","$54,906","Base Pay","$45,806/yr","$37K - $57K","Bonus","$4,282/yr","$3K - $6K","Stock","$4,818/yr","$4K - $7K","","","","","","","United States","83.4%","7.8%","8.8%","",""
"1692547703-148","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Remote Seasonal Tax Expert","https://www.glassdoor.com/Salary/Intuit-Remote-Seasonal-Tax-Expert-Salaries-E2293_D_KO7,33.htm","/yr","$46K - $71K","$46K","$71K","$57K","$56,812","Base Pay","$47,951/yr","$39K - $59K","Bonus","$4,128/yr","$3K - $6K","Stock","$4,733/yr","$4K - $7K","","","","","","","United States","84.4%","7.3%","8.3%","",""
"1692547713-149","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Senior Financial Analyst","https://www.glassdoor.com/Salary/Intuit-Senior-Financial-Analyst-Salaries-E2293_D_KO7,31.htm","/yr","$112K - $157K","$112K","$157K","$131K","$131,213","Base Pay","$102,229/yr","$90K - $116K","Bonus","$10,235/yr","$8K - $14K","Stock","$11,812/yr","$9K - $17K","Profit Sharing","$6,938/yr","$5K - $10K","","","","United States","77.9%","7.8%","9%","5.3%",""
"1692547721-150","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Accountant","https://www.glassdoor.com/Salary/Intuit-Accountant-Salaries-E2293_D_KO7,17.htm","/yr","$71K - $114K","$71K","$114K","$90K","$89,679","Base Pay","$74,090/yr","$60K - $92K","Bonus","$7,575/yr","$6K - $11K","Stock","$8,014/yr","$6K - $11K","","","","","","","United States","82.6%","8.4%","8.9%","",""
"1692547732-151","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","QB Live Expert Bookkeeper","https://www.glassdoor.com/Salary/Intuit-QB-Live-Expert-Bookkeeper-Salaries-E2293_D_KO7,32.htm","/yr","$60K - $99K","$60K","$99K","$77K","$76,734","Base Pay","$59,371/yr","$47K - $75K","Bonus","$9,126/yr","$7K - $13K","Stock","$8,237/yr","$6K - $12K","","","","","","","United States","77.4%","11.9%","10.7%","",""
"1692547738-152","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Lead","https://www.glassdoor.com/Salary/Intuit-Tax-Lead-Salaries-E2293_D_KO7,15.htm","/yr","$97K - $132K","$97K","$132K","$112K","$112,499","Base Pay","$87,783/yr","$79K - $98K","Bonus","$8,036/yr","$6K - $11K","Stock","$10,590/yr","$8K - $15K","Profit Sharing","$6,090/yr","$5K - $9K","","","","United States","78%","7.1%","9.4%","5.4%",""
"1692547744-153","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Prep Assistant","https://www.glassdoor.com/Salary/Intuit-Tax-Prep-Assistant-Salaries-E2293_D_KO7,25.htm","/yr","$52K - $80K","$52K","$80K","$64K","$64,024","Base Pay","$50,717/yr","$42K - $62K","Bonus","$6,700/yr","$5K - $9K","Stock","$6,607/yr","$5K - $9K","","","","","","","United States","79.2%","10.5%","10.3%","",""
"1692547750-154","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Credentialed Tax Expert","https://www.glassdoor.com/Salary/Intuit-Credentialed-Tax-Expert-Salaries-E2293_D_KO7,30.htm","/yr","$66K - $100K","$66K","$100K","$81K","$80,853","Base Pay","$70,517/yr","$58K - $86K","Bonus","$4,269/yr","$3K - $6K","Stock","$6,066/yr","$5K - $8K","","","","","","","United States","87.2%","5.3%","7.5%","",""
"1692547755-155","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Group Manager","https://www.glassdoor.com/Salary/Intuit-Group-Manager-Salaries-E2293_D_KO7,20.htm","/yr","$255K - $411K","$255K","$411K","$319K","$319,037","Base Pay","$174,009/yr","$146K - $208K","Bonus","$30,029/yr","$23K - $42K","Stock","$45,636/yr","$34K - $64K","Commission","$51,814/yr","$39K - $73K","Profit Sharing","$17,548/yr","$13K - $25K","United States","54.5%","9.4%","14.3%","16.2%","5.5%"
"1692547761-156","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Bookkeeper","https://www.glassdoor.com/Salary/Intuit-Bookkeeper-Salaries-E2293_D_KO7,17.htm","/yr","$50K - $80K","$50K","$80K","$63K","$62,936","Base Pay","$51,751/yr","$42K - $64K","Bonus","$5,567/yr","$4K - $8K","Stock","$5,619/yr","$4K - $8K","","","","","","","United States","82.2%","8.8%","8.9%","",""
"1692547769-157","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","QuickBooks Live Bookkeeper","https://www.glassdoor.com/Salary/Intuit-QuickBooks-Live-Bookkeeper-Salaries-E2293_D_KO7,33.htm","/yr","$51K - $78K","$51K","$78K","$63K","$62,562","Base Pay","$52,255/yr","$43K - $64K","Bonus","$4,930/yr","$4K - $7K","Stock","$5,377/yr","$4K - $8K","","","","","","","United States","83.5%","7.9%","8.6%","",""
"1692547776-158","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Expert","https://www.glassdoor.com/Salary/Intuit-Tax-Expert-Salaries-E2293_D_KO7,17.htm","/yr","$97K - $150K","$97K","$150K","$120K","$119,607","Base Pay","$92,477/yr","$76K - $112K","Bonus","$9,410/yr","$7K - $13K","Stock","$11,141/yr","$8K - $16K","Profit Sharing","$6,580/yr","$5K - $9K","","","","United States","77.3%","7.9%","9.3%","5.5%",""
"1692547782-159","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Seasonal Tax Expert","https://www.glassdoor.com/Salary/Intuit-Seasonal-Tax-Expert-Salaries-E2293_D_KO7,26.htm","/yr","$78K - $119K","$78K","$119K","$96K","$95,538","Base Pay","$76,936/yr","$64K - $93K","Bonus","$8,156/yr","$6K - $11K","Stock","$10,446/yr","$8K - $15K","","","","","","","United States","80.5%","8.5%","10.9%","",""
"1692547790-160","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Finance-and-Accounting-Salaries-EI_IE2293.0,6_DEPT1008.htm","Intuit Finance & Accounting Salaries","Annual Pay","Tax Associate","https://www.glassdoor.com/Salary/Intuit-Tax-Associate-Salaries-E2293_D_KO7,20.htm","/yr","$52K - $79K","$52K","$79K","$63K","$63,436","Base Pay","$53,665/yr","$44K - $65K","Bonus","$4,633/yr","$3K - $6K","Stock","$5,138/yr","$4K - $7K","","","","","","","United States","84.6%","7.3%","8.1%","",""
"1692547808-161","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","SWE","https://www.glassdoor.com/Salary/Intuit-SWE-Salaries-E2293_D_KO7,10.htm","/yr","$182K - $319K","$182K","$319K","$239K","$238,962","Base Pay","$173,859/yr","$133K - $228K","Bonus","$29,465/yr","$22K - $41K","Stock","$35,638/yr","$27K - $50K","","","","","","","United States","72.8%","12.3%","14.9%","",""
"1692547816-162","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Engineer 2","https://www.glassdoor.com/Salary/Intuit-Software-Engineer-2-Salaries-E2293_D_KO7,26.htm","/yr","$162K - $231K","$162K","$231K","$191K","$191,119","Base Pay","$140,732/yr","$124K - $160K","Bonus","$17,616/yr","$13K - $25K","Stock","$32,770/yr","$25K - $46K","","","","","","","United States","73.6%","9.2%","17.1%","",""
"1692551650-163","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Developer","https://www.glassdoor.com/Salary/Intuit-Software-Developer-Salaries-E2293_D_KO7,25.htm","/yr","$109K - $173K","$109K","$173K","$137K","$136,542","Base Pay","$110,529/yr","$89K - $137K","Bonus","$10,904/yr","$8K - $15K","Stock","$15,109/yr","$11K - $21K","","","","","","","United States","80.9%","8%","11.1%","",""
"1692551666-164","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Group Engineering Manager","https://www.glassdoor.com/Salary/Intuit-Group-Engineering-Manager-Salaries-E2293_D_KO7,32.htm","/yr","$272K - $435K","$272K","$435K","$340K","$339,797","Base Pay","$207,156/yr","$172K - $249K","Bonus","$40,761/yr","$31K - $57K","Stock","$68,667/yr","$52K - $96K","Profit Sharing","$23,213/yr","$17K - $32K","","","","United States","61%","12%","20.2%","6.8%",""
"1692551671-165","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Staff Engineer","https://www.glassdoor.com/Salary/Intuit-Staff-Engineer-Salaries-E2293_D_KO7,21.htm","/yr","$191K - $296K","$191K","$296K","$235K","$235,317","Base Pay","$155,936/yr","$132K - $185K","Bonus","$23,221/yr","$17K - $33K","Stock","$41,180/yr","$31K - $58K","Profit Sharing","$14,979/yr","$11K - $21K","","","","United States","66.3%","9.9%","17.5%","6.4%",""
"1692551699-166","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Senior Software QA Engineer","https://www.glassdoor.com/Salary/Intuit-Senior-Software-QA-Engineer-Salaries-E2293_D_KO7,34.htm","/yr","$152K - $219K","$152K","$219K","$181K","$180,996","Base Pay","$131,989/yr","$116K - $151K","Bonus","$14,862/yr","$11K - $21K","Stock","$23,880/yr","$18K - $33K","Profit Sharing","$10,265/yr","$8K - $14K","","","","United States","72.9%","8.2%","13.2%","5.7%",""
"1692551705-167","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Engineer(Internship)","https://www.glassdoor.com/Salary/Intuit-Software-Engineer-Internship-Salaries-E2293_DAO.htm?filter.jobTitleExact=Software+Engineer%28Internship%29","/yr","$114K - $186K","$114K","$186K","$145K","$144,963","Base Pay","$113,740/yr","$91K - $142K","Bonus","$11,742/yr","$9K - $16K","Stock","$19,481/yr","$15K - $27K","","","","","","","United States","78.5%","8.1%","13.4%","",""
"1692551710-168","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Architect","https://www.glassdoor.com/Salary/Intuit-Software-Architect-Salaries-E2293_D_KO7,25.htm","/yr","$209K - $334K","$209K","$334K","$262K","$261,592","Base Pay","$172,835/yr","$142K - $210K","Bonus","$27,057/yr","$20K - $38K","Stock","$44,996/yr","$34K - $63K","Profit Sharing","$16,703/yr","$13K - $23K","","","","United States","66.1%","10.3%","17.2%","6.4%",""
"1692551716-169","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Senior Applications Operations Engineer","https://www.glassdoor.com/Salary/Intuit-Senior-Applications-Operations-Engineer-Salaries-E2293_D_KO7,46.htm","/yr","$165K - $252K","$165K","$252K","$201K","$201,157","Base Pay","$125,690/yr","$108K - $146K","Bonus","$14,478/yr","$11K - $20K","Stock","$19,574/yr","$15K - $27K","Commission","$31,973/yr","$24K - $45K","Profit Sharing","$9,441/yr","$7K - $13K","United States","62.5%","7.2%","9.7%","15.9%","4.7%"
"1692551722-170","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Sr. Software Engineer","https://www.glassdoor.com/Salary/Intuit-Sr-Software-Engineer-Salaries-E2293_DAO.htm?filter.jobTitleExact=Sr.+Software+Engineer","/yr","$171K - $251K","$171K","$251K","$205K","$205,337","Base Pay","$148,739/yr","$129K - $172K","Bonus","$19,980/yr","$15K - $28K","Stock","$36,618/yr","$27K - $51K","","","","","","","United States","72.4%","9.7%","17.8%","",""
"1692551728-171","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Engineer Co-Op","https://www.glassdoor.com/Salary/Intuit-Software-Engineer-Co-Op-Salaries-E2293_DAO.htm?filter.jobTitleExact=Software+Engineer+Co-Op","/yr","$156K - $240K","$156K","$240K","$192K","$192,182","Base Pay","$140,365/yr","$118K - $168K","Bonus","$17,931/yr","$13K - $25K","Stock","$33,886/yr","$25K - $47K","","","","","","","United States","73%","9.3%","17.6%","",""
"1692551738-172","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Senior QA Engineer","https://www.glassdoor.com/Salary/Intuit-Senior-QA-Engineer-Salaries-E2293_D_KO7,25.htm","/yr","$132K - $192K","$132K","$192K","$158K","$157,752","Base Pay","$120,628/yr","$104K - $140K","Bonus","$11,961/yr","$9K - $17K","Stock","$16,832/yr","$13K - $24K","Profit Sharing","$8,332/yr","$6K - $12K","","","","United States","76.5%","7.6%","10.7%","5.3%",""
"1692551743-173","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Engineering","https://www.glassdoor.com/Salary/Intuit-Software-Engineering-Salaries-E2293_D_KO7,27.htm","/yr","$172K - $276K","$172K","$276K","$216K","$216,466","Base Pay","$153,160/yr","$125K - $188K","Bonus","$21,945/yr","$16K - $31K","Stock","$41,360/yr","$31K - $58K","","","","","","","United States","70.8%","10.1%","19.1%","",""
"1692551747-174","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","QA Engineer","https://www.glassdoor.com/Salary/Intuit-QA-Engineer-Salaries-E2293_D_KO7,18.htm","/yr","$101K - $162K","$101K","$162K","$128K","$127,589","Base Pay","$103,833/yr","$84K - $129K","Bonus","$10,019/yr","$8K - $14K","Stock","$13,737/yr","$10K - $19K","","","","","","","United States","81.4%","7.9%","10.8%","",""
"1692551754-175","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Engineer I","https://www.glassdoor.com/Salary/Intuit-Software-Engineer-I-Salaries-E2293_D_KO7,26.htm","/yr","$137K - $202K","$137K","$202K","$165K","$165,062","Base Pay","$127,456/yr","$109K - $149K","Bonus","$14,029/yr","$11K - $20K","Stock","$23,577/yr","$18K - $33K","","","","","","","United States","77.2%","8.5%","14.3%","",""
"1692551761-176","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Principal Software Engineer","https://www.glassdoor.com/Salary/Intuit-Principal-Software-Engineer-Salaries-E2293_D_KO7,34.htm","/yr","$238K - $370K","$238K","$370K","$294K","$293,600","Base Pay","$187,928/yr","$159K - $222K","Bonus","$30,976/yr","$23K - $43K","Stock","$55,590/yr","$42K - $78K","Profit Sharing","$19,107/yr","$14K - $27K","","","","United States","64%","10.6%","18.9%","6.5%",""
"1692551766-177","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Engineer II","https://www.glassdoor.com/Salary/Intuit-Software-Engineer-II-Salaries-E2293_D_KO7,27.htm","/yr","$154K - $217K","$154K","$217K","$181K","$180,815","Base Pay","$130,811/yr","$116K - $147K","Bonus","$14,128/yr","$11K - $20K","Stock","$25,613/yr","$19K - $36K","Profit Sharing","$10,263/yr","$8K - $14K","","","","United States","72.3%","7.8%","14.2%","5.7%",""
"1692551771-178","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Staff Software Engineer","https://www.glassdoor.com/Salary/Intuit-Staff-Software-Engineer-Salaries-E2293_D_KO7,30.htm","/yr","$206K - $308K","$206K","$308K","$249K","$248,557","Base Pay","$164,843/yr","$143K - $190K","Bonus","$23,033/yr","$17K - $32K","Stock","$45,152/yr","$34K - $63K","Profit Sharing","$15,529/yr","$12K - $22K","","","","United States","66.3%","9.3%","18.2%","6.2%",""
"1692551775-179","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Senior Software Engineer","https://www.glassdoor.com/Salary/Intuit-Senior-Software-Engineer-Salaries-E2293_D_KO7,31.htm","/yr","$163K - $230K","$163K","$230K","$192K","$191,844","Base Pay","$144,089/yr","$127K - $163K","Bonus","$17,263/yr","$13K - $24K","Stock","$30,493/yr","$23K - $43K","","","","","","","United States","75.1%","9%","15.9%","",""
"1692551780-180","https://www.glassdoor.com/Salary/Intuit-Salaries-E2293.htm","Intuit","View More >","https://www.glassdoor.com/Salary/Intuit-Engineering-Salaries-EI_IE2293.0,6_DEPT1007.htm","Intuit Engineering Salaries","Annual Pay","Software Engineer","https://www.glassdoor.com/Salary/Intuit-Software-Engineer-Salaries-E2293_D_KO7,24.htm","/yr","$137K - $202K","$137K","$202K","$165K","$165,062","Base Pay","$127,456/yr","$109K - $149K","Bonus","$14,029/yr","$11K - $20K","Stock","$23,577/yr","$18K - $33K","","","","","","","United States","77.2%","8.5%","14.3%","",""
